"subject","activity","operation","measurement","value"
"305",21,"WALKING_DOWNSTAIRS","Mean","timeDependentBodyAccelerometerYaxis",-0.0173195390157778
"306",21,"WALKING_UPSTAIRS","Mean","timeDependentBodyAccelerometerYaxis",-0.0237218695148936
"307",22,"LAYING","Mean","timeDependentBodyAccelerometerYaxis",-0.0142629864502778
"308",22,"SITTING","Mean","timeDependentBodyAccelerometerYaxis",-0.0123468446419355
"309",22,"STANDING","Mean","timeDependentBodyAccelerometerYaxis",-0.0158563207496825
"310",22,"WALKING","Mean","timeDependentBodyAccelerometerYaxis",-0.0167213607957174
"311",22,"WALKING_DOWNSTAIRS","Mean","timeDependentBodyAccelerometerYaxis",-0.0197999371686389
"312",22,"WALKING_UPSTAIRS","Mean","timeDependentBodyAccelerometerYaxis",-0.0268622561133333
"313",23,"LAYING","Mean","timeDependentBodyAccelerometerYaxis",-0.0216553835833333
"314",23,"SITTING","Mean","timeDependentBodyAccelerometerYaxis",-0.0133945015676471
"315",23,"STANDING","Mean","timeDependentBodyAccelerometerYaxis",-0.0177475547867647
"316",23,"WALKING","Mean","timeDependentBodyAccelerometerYaxis",-0.0183618711932203
"317",23,"WALKING_DOWNSTAIRS","Mean","timeDependentBodyAccelerometerYaxis",-0.0162111457238889
"318",23,"WALKING_UPSTAIRS","Mean","timeDependentBodyAccelerometerYaxis",-0.0323844029237255
"319",24,"LAYING","Mean","timeDependentBodyAccelerometerYaxis",-0.0173555210111111
"320",24,"SITTING","Mean","timeDependentBodyAccelerometerYaxis",-0.0131255097938235
"321",24,"STANDING","Mean","timeDependentBodyAccelerometerYaxis",-0.0144785340348986
"322",24,"WALKING","Mean","timeDependentBodyAccelerometerYaxis",-0.0225446400534483
"323",24,"WALKING_DOWNSTAIRS","Mean","timeDependentBodyAccelerometerYaxis",-0.0145730348310909
"324",24,"WALKING_UPSTAIRS","Mean","timeDependentBodyAccelerometerYaxis",-0.0251979434569492
"325",25,"LAYING","Mean","timeDependentBodyAccelerometerYaxis",-0.0188943663671233
"326",25,"SITTING","Mean","timeDependentBodyAccelerometerYaxis",-0.0147696808030769
"327",25,"STANDING","Mean","timeDependentBodyAccelerometerYaxis",-0.0163569730274324
"328",25,"WALKING","Mean","timeDependentBodyAccelerometerYaxis",-0.0186477624716216
"329",25,"WALKING_DOWNSTAIRS","Mean","timeDependentBodyAccelerometerYaxis",-0.0210170522987931
"330",25,"WALKING_UPSTAIRS","Mean","timeDependentBodyAccelerometerYaxis",-0.0269863524264615
"331",26,"LAYING","Mean","timeDependentBodyAccelerometerYaxis",-0.0191895728026316
"332",26,"SITTING","Mean","timeDependentBodyAccelerometerYaxis",-0.00713364541358974
"333",26,"STANDING","Mean","timeDependentBodyAccelerometerYaxis",-0.0166608306652703
"334",26,"WALKING","Mean","timeDependentBodyAccelerometerYaxis",-0.0154259586949153
"335",26,"WALKING_DOWNSTAIRS","Mean","timeDependentBodyAccelerometerYaxis",-0.01262580966778
"336",26,"WALKING_UPSTAIRS","Mean","timeDependentBodyAccelerometerYaxis",-0.0281633797398182
"337",27,"LAYING","Mean","timeDependentBodyAccelerometerYaxis",-0.0179867611216216
"338",27,"SITTING","Mean","timeDependentBodyAccelerometerYaxis",-0.0155269799285714
"339",27,"STANDING","Mean","timeDependentBodyAccelerometerYaxis",-0.016593236445
"340",27,"WALKING","Mean","timeDependentBodyAccelerometerYaxis",-0.0166478783221912
"341",27,"WALKING_DOWNSTAIRS","Mean","timeDependentBodyAccelerometerYaxis",-0.0135564467159091
"342",27,"WALKING_UPSTAIRS","Mean","timeDependentBodyAccelerometerYaxis",-0.0200953324078431
"343",28,"LAYING","Mean","timeDependentBodyAccelerometerYaxis",-0.0167537858225
"344",28,"SITTING","Mean","timeDependentBodyAccelerometerYaxis",-0.0185404441258333
"345",28,"STANDING","Mean","timeDependentBodyAccelerometerYaxis",-0.0172635124672152
"346",28,"WALKING","Mean","timeDependentBodyAccelerometerYaxis",-0.0156759722981481
"347",28,"WALKING_DOWNSTAIRS","Mean","timeDependentBodyAccelerometerYaxis",-0.0220230465913043
"348",28,"WALKING_UPSTAIRS","Mean","timeDependentBodyAccelerometerYaxis",-0.0279443943478431
"349",29,"LAYING","Mean","timeDependentBodyAccelerometerYaxis",-0.0171965484202899
"350",29,"SITTING","Mean","timeDependentBodyAccelerometerYaxis",-0.016630680375
"351",29,"STANDING","Mean","timeDependentBodyAccelerometerYaxis",-0.0172605869061538
"352",29,"WALKING","Mean","timeDependentBodyAccelerometerYaxis",-0.0162915600588679
"353",29,"WALKING_DOWNSTAIRS","Mean","timeDependentBodyAccelerometerYaxis",-0.01494121505625
"354",29,"WALKING_UPSTAIRS","Mean","timeDependentBodyAccelerometerYaxis",-0.0299465312326531
"355",30,"LAYING","Mean","timeDependentBodyAccelerometerYaxis",-0.0194494098614286
"356",30,"SITTING","Mean","timeDependentBodyAccelerometerYaxis",-0.00804731295322581
"357",30,"STANDING","Mean","timeDependentBodyAccelerometerYaxis",-0.0170163887813559
"358",30,"WALKING","Mean","timeDependentBodyAccelerometerYaxis",-0.0175880385730769
"359",30,"WALKING_DOWNSTAIRS","Mean","timeDependentBodyAccelerometerYaxis",-0.0174383900204839
"360",30,"WALKING_UPSTAIRS","Mean","timeDependentBodyAccelerometerYaxis",-0.0253311698786154
"361",1,"LAYING","Mean","timeDependentBodyAccelerometerZaxis",-0.11320355358
"362",1,"SITTING","Mean","timeDependentBodyAccelerometerZaxis",-0.104544182255319
"363",1,"STANDING","Mean","timeDependentBodyAccelerometerZaxis",-0.110601817735849
"364",1,"WALKING","Mean","timeDependentBodyAccelerometerZaxis",-0.111148103547368
"365",1,"WALKING_DOWNSTAIRS","Mean","timeDependentBodyAccelerometerZaxis",-0.107566190908163
"366",1,"WALKING_UPSTAIRS","Mean","timeDependentBodyAccelerometerZaxis",-0.0973020020943396
"367",2,"LAYING","Mean","timeDependentBodyAccelerometerZaxis",-0.107245610416667
"368",2,"SITTING","Mean","timeDependentBodyAccelerometerZaxis",-0.109218272456522
"369",2,"STANDING","Mean","timeDependentBodyAccelerometerZaxis",-0.105908536055556
"370",2,"WALKING","Mean","timeDependentBodyAccelerometerZaxis",-0.105500357966102
"371",2,"WALKING_DOWNSTAIRS","Mean","timeDependentBodyAccelerometerZaxis",-0.116812942382979
"372",2,"WALKING_UPSTAIRS","Mean","timeDependentBodyAccelerometerZaxis",-0.152513899520833
"373",3,"LAYING","Mean","timeDependentBodyAccelerometerZaxis",-0.101300477506452
"374",3,"SITTING","Mean","timeDependentBodyAccelerometerZaxis",-0.0983579203269231
"375",3,"STANDING","Mean","timeDependentBodyAccelerometerZaxis",-0.101621722633148
"376",3,"WALKING","Mean","timeDependentBodyAccelerometerZaxis",-0.112674859827586
"377",3,"WALKING_DOWNSTAIRS","Mean","timeDependentBodyAccelerometerZaxis",-0.116139842908163
"378",3,"WALKING_UPSTAIRS","Mean","timeDependentBodyAccelerometerZaxis",-0.110064863437288
"379",4,"LAYING","Mean","timeDependentBodyAccelerometerZaxis",-0.110688150314815
"380",4,"SITTING","Mean","timeDependentBodyAccelerometerZaxis",-0.10587459588
"381",4,"STANDING","Mean","timeDependentBodyAccelerometerZaxis",-0.0961574905535714
"382",4,"WALKING","Mean","timeDependentBodyAccelerometerZaxis",-0.11140306485
"383",4,"WALKING_DOWNSTAIRS","Mean","timeDependentBodyAccelerometerZaxis",-0.1067775246
"384",4,"WALKING_UPSTAIRS","Mean","timeDependentBodyAccelerometerZaxis",-0.114219455519231
"385",5,"LAYING","Mean","timeDependentBodyAccelerometerZaxis",-0.107937603673077
"386",5,"SITTING","Mean","timeDependentBodyAccelerometerZaxis",-0.108540300265909
"387",5,"STANDING","Mean","timeDependentBodyAccelerometerZaxis",-0.102171095696429
"388",5,"WALKING","Mean","timeDependentBodyAccelerometerZaxis",-0.107741776464286
"389",5,"WALKING_DOWNSTAIRS","Mean","timeDependentBodyAccelerometerZaxis",-0.100319930659574
"390",5,"WALKING_UPSTAIRS","Mean","timeDependentBodyAccelerometerZaxis",-0.107471453914894
"391",6,"LAYING","Mean","timeDependentBodyAccelerometerZaxis",-0.133119570368421
"392",6,"SITTING","Mean","timeDependentBodyAccelerometerZaxis",-0.110127728709091
"393",6,"STANDING","Mean","timeDependentBodyAccelerometerZaxis",-0.112172831947368
"394",6,"WALKING","Mean","timeDependentBodyAccelerometerZaxis",-0.110303165877193
"395",6,"WALKING_DOWNSTAIRS","Mean","timeDependentBodyAccelerometerZaxis",-0.107209356208333
"396",6,"WALKING_UPSTAIRS","Mean","timeDependentBodyAccelerometerZaxis",-0.122082438784314
"397",7,"LAYING","Mean","timeDependentBodyAccelerometerZaxis",-0.101361036576923
"398",7,"SITTING","Mean","timeDependentBodyAccelerometerZaxis",-0.122464597625
"399",7,"STANDING","Mean","timeDependentBodyAccelerometerZaxis",-0.0997778303207547
"400",7,"WALKING","Mean","timeDependentBodyAccelerometerZaxis",-0.110912234947368
"401",7,"WALKING_DOWNSTAIRS","Mean","timeDependentBodyAccelerometerZaxis",-0.096938308587234
"402",7,"WALKING_UPSTAIRS","Mean","timeDependentBodyAccelerometerZaxis",-0.143769688803922
"403",8,"LAYING","Mean","timeDependentBodyAccelerometerZaxis",-0.102245365611111
"404",8,"SITTING","Mean","timeDependentBodyAccelerometerZaxis",-0.104461049130435
"405",8,"STANDING","Mean","timeDependentBodyAccelerometerZaxis",-0.106114996837037
"406",8,"WALKING","Mean","timeDependentBodyAccelerometerZaxis",-0.107252090833333
"407",8,"WALKING_DOWNSTAIRS","Mean","timeDependentBodyAccelerometerZaxis",-0.107598135394737
"408",8,"WALKING_UPSTAIRS","Mean","timeDependentBodyAccelerometerZaxis",-0.11512211995122
"409",9,"LAYING","Mean","timeDependentBodyAccelerometerZaxis",-0.10754972144
"410",9,"SITTING","Mean","timeDependentBodyAccelerometerZaxis",-0.07537846886
"411",9,"STANDING","Mean","timeDependentBodyAccelerometerZaxis",-0.0952747481333333
"412",9,"WALKING","Mean","timeDependentBodyAccelerometerZaxis",-0.110820512307692
"413",9,"WALKING_DOWNSTAIRS","Mean","timeDependentBodyAccelerometerZaxis",-0.0910278793952381
"414",9,"WALKING_UPSTAIRS","Mean","timeDependentBodyAccelerometerZaxis",-0.125219003959184
"415",10,"LAYING","Mean","timeDependentBodyAccelerometerZaxis",-0.117168642362069
"416",10,"SITTING","Mean","timeDependentBodyAccelerometerZaxis",-0.104253238796296
"417",10,"STANDING","Mean","timeDependentBodyAccelerometerZaxis",-0.107964083931818
"418",10,"WALKING","Mean","timeDependentBodyAccelerometerZaxis",-0.109057512132075
"419",10,"WALKING_DOWNSTAIRS","Mean","timeDependentBodyAccelerometerZaxis",-0.110848597247368
"420",10,"WALKING_UPSTAIRS","Mean","timeDependentBodyAccelerometerZaxis",-0.118180420834043
"421",11,"LAYING","Mean","timeDependentBodyAccelerometerZaxis",-0.108786578070175
"422",11,"SITTING","Mean","timeDependentBodyAccelerometerZaxis",-0.112840218339623
"423",11,"STANDING","Mean","timeDependentBodyAccelerometerZaxis",-0.108686630425532
"424",11,"WALKING","Mean","timeDependentBodyAccelerometerZaxis",-0.106096304033898
"425",11,"WALKING_DOWNSTAIRS","Mean","timeDependentBodyAccelerometerZaxis",-0.111070149978261
"426",11,"WALKING_UPSTAIRS","Mean","timeDependentBodyAccelerometerZaxis",-0.106797216481481
"427",12,"LAYING","Mean","timeDependentBodyAccelerometerZaxis",-0.108160125666667
"428",12,"SITTING","Mean","timeDependentBodyAccelerometerZaxis",-0.106307228960784
"429",12,"STANDING","Mean","timeDependentBodyAccelerometerZaxis",-0.105526999754098
"430",12,"WALKING","Mean","timeDependentBodyAccelerometerZaxis",-0.10316110632
"431",12,"WALKING_DOWNSTAIRS","Mean","timeDependentBodyAccelerometerZaxis",-0.10955593226087
"432",12,"WALKING_UPSTAIRS","Mean","timeDependentBodyAccelerometerZaxis",-0.107339730115385
"433",13,"LAYING","Mean","timeDependentBodyAccelerometerZaxis",-0.104331864532258
"434",13,"SITTING","Mean","timeDependentBodyAccelerometerZaxis",-0.0972465110836735
"435",13,"STANDING","Mean","timeDependentBodyAccelerometerZaxis",-0.112124137754386
"436",13,"WALKING","Mean","timeDependentBodyAccelerometerZaxis",-0.111431456192982
"437",13,"WALKING_DOWNSTAIRS","Mean","timeDependentBodyAccelerometerZaxis",-0.101993941531915
"438",13,"WALKING_UPSTAIRS","Mean","timeDependentBodyAccelerometerZaxis",-0.125767265890909
"439",14,"LAYING","Mean","timeDependentBodyAccelerometerZaxis",-0.0868333315509804
"440",14,"SITTING","Mean","timeDependentBodyAccelerometerZaxis",-0.100401490425926
"441",14,"STANDING","Mean","timeDependentBodyAccelerometerZaxis",-0.103817701790667
"442",14,"WALKING","Mean","timeDependentBodyAccelerometerZaxis",-0.106756369135593
"443",14,"WALKING_DOWNSTAIRS","Mean","timeDependentBodyAccelerometerZaxis",-0.0928330165533333
"444",14,"WALKING_UPSTAIRS","Mean","timeDependentBodyAccelerometerZaxis",-0.112279688983333
"445",15,"LAYING","Mean","timeDependentBodyAccelerometerZaxis",-0.118530240291667
"446",15,"SITTING","Mean","timeDependentBodyAccelerometerZaxis",-0.11366125320339
"447",15,"STANDING","Mean","timeDependentBodyAccelerometerZaxis",-0.105910832679245
"448",15,"WALKING","Mean","timeDependentBodyAccelerometerZaxis",-0.107621819518519
"449",15,"WALKING_DOWNSTAIRS","Mean","timeDependentBodyAccelerometerZaxis",-0.110526066428571
"450",15,"WALKING_UPSTAIRS","Mean","timeDependentBodyAccelerometerZaxis",-0.116952464895833
"451",16,"LAYING","Mean","timeDependentBodyAccelerometerZaxis",-0.107310493242857
"452",16,"SITTING","Mean","timeDependentBodyAccelerometerZaxis",-0.0891404038405797
"453",16,"STANDING","Mean","timeDependentBodyAccelerometerZaxis",-0.103657729076923
"454",16,"WALKING","Mean","timeDependentBodyAccelerometerZaxis",-0.108804049803922
"455",16,"WALKING_DOWNSTAIRS","Mean","timeDependentBodyAccelerometerZaxis",-0.119873705148936
"456",16,"WALKING_UPSTAIRS","Mean","timeDependentBodyAccelerometerZaxis",-0.124074517745098
"457",17,"LAYING","Mean","timeDependentBodyAccelerometerZaxis",-0.107006279704225
"458",17,"SITTING","Mean","timeDependentBodyAccelerometerZaxis",-0.11362408509375
"459",17,"STANDING","Mean","timeDependentBodyAccelerometerZaxis",-0.111432145565
"460",17,"WALKING","Mean","timeDependentBodyAccelerometerZaxis",-0.109792122032787
"461",17,"WALKING_DOWNSTAIRS","Mean","timeDependentBodyAccelerometerZaxis",-0.0892432745173913
"462",17,"WALKING_UPSTAIRS","Mean","timeDependentBodyAccelerometerZaxis",-0.121290442104167
"463",18,"LAYING","Mean","timeDependentBodyAccelerometerZaxis",-0.107698927907692
"464",18,"SITTING","Mean","timeDependentBodyAccelerometerZaxis",-0.111904775824561
"465",18,"STANDING","Mean","timeDependentBodyAccelerometerZaxis",-0.108453355945205
"466",18,"WALKING","Mean","timeDependentBodyAccelerometerZaxis",-0.104218315464286
"467",18,"WALKING_DOWNSTAIRS","Mean","timeDependentBodyAccelerometerZaxis",-0.1033908092
"468",18,"WALKING_UPSTAIRS","Mean","timeDependentBodyAccelerometerZaxis",-0.112655891327586
"469",19,"LAYING","Mean","timeDependentBodyAccelerometerZaxis",-0.10898146186747
"470",19,"SITTING","Mean","timeDependentBodyAccelerometerZaxis",-0.10870765430137
"471",19,"STANDING","Mean","timeDependentBodyAccelerometerZaxis",-0.10904190460274
"472",19,"WALKING","Mean","timeDependentBodyAccelerometerZaxis",-0.122736673192308
"473",19,"WALKING_DOWNSTAIRS","Mean","timeDependentBodyAccelerometerZaxis",-0.133695240660974
"474",19,"WALKING_UPSTAIRS","Mean","timeDependentBodyAccelerometerZaxis",-0.151054607725
"475",20,"LAYING","Mean","timeDependentBodyAccelerometerZaxis",-0.104274322538235
"476",20,"SITTING","Mean","timeDependentBodyAccelerometerZaxis",-0.108369634515152
"477",20,"STANDING","Mean","timeDependentBodyAccelerometerZaxis",-0.100402759931507
"478",20,"WALKING","Mean","timeDependentBodyAccelerometerZaxis",-0.113539477098039
"479",20,"WALKING_DOWNSTAIRS","Mean","timeDependentBodyAccelerometerZaxis",-0.104602925937778
"480",20,"WALKING_UPSTAIRS","Mean","timeDependentBodyAccelerometerZaxis",-0.121023947784314
"481",21,"LAYING","Mean","timeDependentBodyAccelerometerZaxis",-0.103253832233333
"482",21,"SITTING","Mean","timeDependentBodyAccelerometerZaxis",-0.112057887741176
"483",21,"STANDING","Mean","timeDependentBodyAccelerometerZaxis",-0.110417855808989
"484",21,"WALKING","Mean","timeDependentBodyAccelerometerZaxis",-0.104319332403846
"485",21,"WALKING_DOWNSTAIRS","Mean","timeDependentBodyAccelerometerZaxis",-0.09816866218
"486",21,"WALKING_UPSTAIRS","Mean","timeDependentBodyAccelerometerZaxis",-0.125414265340426
"487",22,"LAYING","Mean","timeDependentBodyAccelerometerZaxis",-0.110800924652778
"488",22,"SITTING","Mean","timeDependentBodyAccelerometerZaxis",-0.105827369516129
"489",22,"STANDING","Mean","timeDependentBodyAccelerometerZaxis",-0.104967423820635
"490",22,"WALKING","Mean","timeDependentBodyAccelerometerZaxis",-0.107112510934783
"491",22,"WALKING_DOWNSTAIRS","Mean","timeDependentBodyAccelerometerZaxis",-0.1074157796
"492",22,"WALKING_UPSTAIRS","Mean","timeDependentBodyAccelerometerZaxis",-0.117550861738095
"493",23,"LAYING","Mean","timeDependentBodyAccelerometerZaxis",-0.104256776291667
"494",23,"SITTING","Mean","timeDependentBodyAccelerometerZaxis",-0.103808679294118
"495",23,"STANDING","Mean","timeDependentBodyAccelerometerZaxis",-0.1105970177575
"496",23,"WALKING","Mean","timeDependentBodyAccelerometerZaxis",-0.113382994084746
"497",23,"WALKING_DOWNSTAIRS","Mean","timeDependentBodyAccelerometerZaxis",-0.0988123712574074
"498",23,"WALKING_UPSTAIRS","Mean","timeDependentBodyAccelerometerZaxis",-0.126890616782353
"499",24,"LAYING","Mean","timeDependentBodyAccelerometerZaxis",-0.107236237236111
"500",24,"SITTING","Mean","timeDependentBodyAccelerometerZaxis",-0.103041061426471
"501",24,"STANDING","Mean","timeDependentBodyAccelerometerZaxis",-0.108222553855072
"502",24,"WALKING","Mean","timeDependentBodyAccelerometerZaxis",-0.110595952913793
"503",24,"WALKING_DOWNSTAIRS","Mean","timeDependentBodyAccelerometerZaxis",-0.104818820272727
"504",24,"WALKING_UPSTAIRS","Mean","timeDependentBodyAccelerometerZaxis",-0.114248610966102
"505",25,"LAYING","Mean","timeDependentBodyAccelerometerZaxis",-0.100428830260274
"506",25,"SITTING","Mean","timeDependentBodyAccelerometerZaxis",-0.109160440476923
"507",25,"STANDING","Mean","timeDependentBodyAccelerometerZaxis",-0.107352957594595
"508",25,"WALKING","Mean","timeDependentBodyAccelerometerZaxis",-0.108737636297297
"509",25,"WALKING_DOWNSTAIRS","Mean","timeDependentBodyAccelerometerZaxis",-0.107192376965517
"510",25,"WALKING_UPSTAIRS","Mean","timeDependentBodyAccelerometerZaxis",-0.126210440292308
"511",26,"LAYING","Mean","timeDependentBodyAccelerometerZaxis",-0.105002540289474
"512",26,"SITTING","Mean","timeDependentBodyAccelerometerZaxis",-0.0974448692333333
"513",26,"STANDING","Mean","timeDependentBodyAccelerometerZaxis",-0.110237796416216
"514",26,"WALKING","Mean","timeDependentBodyAccelerometerZaxis",-0.108927011474576
"515",26,"WALKING_DOWNSTAIRS","Mean","timeDependentBodyAccelerometerZaxis",-0.1064396194
"516",26,"WALKING_UPSTAIRS","Mean","timeDependentBodyAccelerometerZaxis",-0.121943461236364
"517",27,"LAYING","Mean","timeDependentBodyAccelerometerZaxis",-0.107699732837838
"518",27,"SITTING","Mean","timeDependentBodyAccelerometerZaxis",-0.105521912588571
"519",27,"STANDING","Mean","timeDependentBodyAccelerometerZaxis",-0.107835818025
"520",27,"WALKING","Mean","timeDependentBodyAccelerometerZaxis",-0.112822289263158
"521",27,"WALKING_DOWNSTAIRS","Mean","timeDependentBodyAccelerometerZaxis",-0.112837694688636
